Date,Price,Open,High,Low,Change %
2014-02-03,100.44,100.25,100.62,100.08,0.19%
2014-02-04,100.25,100.33,100.41,99.92,-0.08%
2014-02-05,100.33,100.42,100.94,100.2,0.11%
2014-02-06,100.22,99.89,100.46,99.86,0.33%
2014-02-07,99.89,100.28,100.5,99.64,-0.38%
2014-02-10,100.27,100.33,101.18,100.05,-0.04%
2014-02-11,100.31,101.27,101.31,99.56,-0.93%
2014-02-12,101.25,101.22,101.47,100.86,-0.06%
2014-02-13,101.31,101.94,102.28,100.83,-0.63%
2014-02-14,101.95,101.28,102.06,101,0.66%
2014-02-17,101.28,101.89,101.97,100.95,-0.60%
2014-02-18,101.89,102.44,102.53,101.77,-0.54%
2014-02-19,102.44,101.72,102.67,101.72,0.62%
2014-02-20,101.81,101.22,102.06,100.85,0.58%
2014-02-21,101.22,101.25,101.67,100.86,-0.01%
2014-02-24,101.23,100.89,101.58,100.73,0.34%
2014-02-25,100.89,102.39,102.83,100.67,-1.46%
2014-02-26,102.39,102.06,102.69,102,0.32%
2014-02-27,102.06,105.25,105.34,101.95,-3.05%
2014-02-28,105.27,105.41,105.53,104.53,-0.12%
2014-03-03,105.4,104.65,106.54,104.61,0.71%
2014-03-04,104.66,105.81,105.89,104,-1.06%
2014-03-05,105.78,106.22,106.73,105.73,-0.28%
2014-03-06,106.08,105.81,106.39,105.56,0.26%
2014-03-07,105.81,106.86,107.48,105.42,-0.96%
2014-03-10,106.84,106.14,107.03,105.83,0.68%
2014-03-11,106.12,106.16,106.53,105.64,-0.04%
2014-03-12,106.16,105.13,106.26,105.05,1.26%
2014-03-13,104.84,105.34,106.31,104.64,-0.47%
2014-03-14,105.34,104.5,105.95,104,0.80%
2014-03-17,104.5,104.69,104.89,103.91,-0.18%
2014-03-18,104.69,102.8,104.97,102.42,1.83%
2014-03-19,102.81,100.44,102.91,100.44,2.25%
2014-03-20,100.55,100.78,101.25,100.03,-0.23%
2014-03-21,100.78,101.34,101.44,100.61,-0.54%
2014-03-24,101.33,101.73,101.78,100.19,-0.38%
2014-03-25,101.72,102.58,102.61,101.45,-0.82%
2014-03-26,102.56,102.53,102.81,102.42,0.03%
2014-03-27,102.53,103.27,103.41,102.42,-0.74%
2014-03-28,103.29,102.84,103.33,102.36,0.45%
2014-03-31,102.83,102.77,102.95,102.17,0.07%
2014-04-01,102.76,102,102.85,101.54,0.75%
2014-04-02,102,102.11,102.47,101.39,-0.22%
2014-04-03,102.23,106.17,106.85,99.12,-3.70%
2014-04-04,106.16,104.42,106.19,104.11,1.68%
2014-04-07,104.41,104.75,104.86,104.31,-0.32%
2014-04-08,104.75,103.94,105.06,103.58,0.78%
2014-04-09,103.94,104.34,104.86,103.78,-0.17%
2014-04-10,104.12,104.28,104.84,104.09,-0.12%
2014-04-11,104.25,106,106.03,103.58,-1.67%
2014-04-14,106.02,106.11,106.39,105.47,-0.08%
2014-04-15,106.11,106.27,106.42,105.61,-0.13%
2014-04-16,106.25,106.92,106.92,105.73,-0.68%
2014-04-17,106.98,107.08,107.28,106.56,-0.10%
2014-04-18,107.09,106.97,107.19,106.25,0.10%
2014-04-21,106.98,107.34,107.39,106.58,-0.35%
2014-04-22,107.36,107.58,107.92,107.17,-0.19%
2014-04-23,107.56,106.44,107.66,106.36,0.97%
2014-04-24,106.53,108.88,109.14,106.5,-2.14%
2014-04-25,108.86,109.53,109.59,108.5,-0.61%
2014-04-28,109.53,110.69,110.83,109.05,-1.07%
2014-04-29,110.71,111.13,111.37,110.51,-0.38%
2014-04-30,111.13,110.42,111.45,110.31,0.82%
2014-05-01,110.23,109.77,110.47,109.47,0.42%
2014-05-02,109.77,110.19,110.25,109.39,-0.38%
2014-05-05,110.19,110,110.47,109.86,0.18%
2014-05-06,109.99,109.23,110.12,109.15,0.70%
2014-05-07,109.23,110.09,110.25,109.09,-0.84%
2014-05-08,110.15,109.96,110.59,109.84,0.16%
2014-05-09,109.97,110.19,110.39,109.69,-0.20%
2014-05-12,110.19,109.14,110.27,108.72,0.96%
2014-05-13,109.14,109.03,109.66,108.83,0.10%
2014-05-14,109.03,108.56,109.11,108.44,0.39%
2014-05-15,108.61,109.02,109.5,108.52,-0.39%
2014-05-16,109.03,108.42,109.41,108.22,0.56%
2014-05-19,108.42,109.27,109.39,108.36,-0.78%
2014-05-20,109.27,108.34,109.36,108.25,0.87%
2014-05-21,108.33,107.11,108.61,107.02,1.13%
2014-05-22,107.12,107.28,107.44,106.45,-0.12%
2014-05-23,107.25,107,107.5,106.8,0.21%
2014-05-26,107.02,106.61,107.47,106.25,0.38%
2014-05-27,106.61,106.42,106.69,105.53,0.18%
2014-05-28,106.42,106.29,106.83,106.16,0.06%
2014-05-29,106.36,108.11,108.2,106.28,-1.62%
2014-05-30,108.11,111.5,111.92,107.88,-3.01%
2014-06-02,111.47,111.31,111.77,111.02,0.14%
2014-06-03,111.31,111.2,111.48,110.66,0.10%
2014-06-04,111.2,111.56,111.92,110.83,-0.53%
2014-06-05,111.79,109.46,111.82,109.25,2.14%
2014-06-06,109.45,109.88,109.91,109.31,-0.36%
2014-06-09,109.84,109.2,109.89,108.75,0.59%
2014-06-10,109.2,108.83,109.52,108.76,0.34%
2014-06-11,108.83,108.23,109,107.83,0.06%
2014-06-12,108.77,109.41,109.77,108.61,-0.58%
2014-06-13,109.4,109.36,109.57,108.91,0.05%
2014-06-16,109.34,108.53,109.41,108.48,0.73%
2014-06-17,108.55,107.93,108.8,107.84,0.57%
2014-06-18,107.94,108.05,108.44,107.61,-0.11%
2014-06-19,108.06,108.2,109.11,108.01,-0.15%
2014-06-20,108.22,109.78,109.86,107.67,-1.44%
2014-06-23,109.8,110.32,110.64,109.31,-0.48%
2014-06-24,110.33,111.32,111.36,109.94,-0.90%
2014-06-25,111.33,111.68,111.81,111.06,-0.30%
2014-06-26,111.67,112.56,112.59,111.56,-0.81%
2014-06-27,112.58,112.39,112.67,112.08,0.14%
2014-06-30,112.42,112.69,112.81,111.99,-0.24%
2014-07-01,112.69,113.42,113.81,112.58,-0.67%
2014-07-02,113.45,113.08,113.7,113.03,0.34%
2014-07-03,113.07,112.91,113.33,112.73,0.14%
2014-07-04,112.91,112.37,113.02,112.27,0.47%
2014-07-07,112.38,112.36,112.93,112.12,0.00%
2014-07-08,112.38,111.94,112.5,111.36,0.39%
2014-07-09,111.94,111.43,111.98,111.2,0.33%
2014-07-10,111.57,111.38,111.77,110.8,0.16%
2014-07-11,111.39,112.53,112.97,110.65,-1.07%
2014-07-14,112.59,113.14,113.83,112.31,-0.53%
2014-07-15,113.19,113.81,113.94,112.61,-0.56%
2014-07-16,113.83,113.82,114.02,113.48,0.02%
2014-07-17,113.81,113.18,113.92,112.76,0.55%
2014-07-18,113.19,113.34,114.45,112.61,-0.13%
2014-07-21,113.34,112.62,113.48,112.2,0.65%
2014-07-22,112.61,113.45,113.52,112.41,-0.76%
2014-07-23,113.47,113.78,114.09,113.2,-0.25%
2014-07-24,113.76,113.68,114.26,113.15,0.06%
2014-07-25,113.69,113.48,114.28,113.28,0.19%
2014-07-28,113.48,114,114.58,113.19,-0.46%
2014-07-29,114.01,112.67,114.21,112.14,1.17%
2014-07-30,112.69,113.84,114.01,112.62,-1.15%
2014-07-31,114,112.98,114,112.54,0.88%
2014-08-01,113,112.17,113.03,111.87,0.72%
2014-08-04,112.19,112.09,112.28,111.04,0.07%
2014-08-05,112.11,112.88,113.06,111.75,-0.72%
2014-08-06,112.92,112.61,113.39,112.34,0.31%
2014-08-07,112.57,113.23,113.4,112.28,-0.60%
2014-08-08,113.25,114.09,114.33,113.11,-0.75%
2014-08-11,114.11,114.06,114.52,113.35,0.03%
2014-08-12,114.08,114.57,114.89,113.57,-0.44%
2014-08-13,114.58,113.2,114.72,113.04,1.20%
2014-08-14,113.22,112.4,113.55,111.72,0.71%
2014-08-15,112.42,113.31,113.59,110.98,-0.81%
2014-08-18,113.34,115.12,115.28,113.12,-1.54%
2014-08-19,115.11,115.84,115.86,114.22,-0.63%
2014-08-20,115.84,116.88,117.53,115.17,-0.91%
2014-08-21,116.9,116.77,117.42,116.42,0.11%
2014-08-22,116.77,117.88,118.25,116.5,-0.98%
2014-08-25,117.92,119.94,120.06,117.03,-1.71%
2014-08-26,119.97,120.98,121.06,119.82,-0.83%
2014-08-27,120.98,121.1,121.48,120.66,-0.07%
2014-08-28,121.06,118.8,121.7,118.48,1.88%
2014-08-29,118.83,118.67,119,118.39,0.13%
2014-09-01,118.67,118.41,119.08,118.01,0.21%
2014-09-02,118.42,118.29,118.62,117.63,0.10%
2014-09-03,118.3,118.5,118.86,118.16,-0.40%
2014-09-04,118.78,117.7,118.89,117.52,0.92%
2014-09-05,117.7,116.92,117.83,116.45,0.65%
2014-09-08,116.94,117.61,117.69,115.96,-0.60%
2014-09-09,117.64,117.31,118.13,117.23,0.26%
2014-09-10,117.34,116.88,117.47,116.55,0.24%
2014-09-11,117.06,118.02,118.28,116.49,-0.84%
2014-09-12,118.05,117.66,118.28,117.27,0.31%
2014-09-15,117.69,117.64,118.39,117.61,0.04%
2014-09-16,117.64,117.73,118.08,117.2,-0.11%
2014-09-17,117.77,117.43,118.03,116.68,0.27%
2014-09-18,117.45,117.66,118.77,117.42,-0.20%
2014-09-19,117.68,118.46,118.77,117.3,-0.67%
2014-09-22,118.47,119.05,119.17,118.22,-0.50%
2014-09-23,119.06,119.41,119.71,118.77,-0.32%
2014-09-24,119.44,120.27,120.47,118.68,-0.74%
2014-09-25,120.33,120.27,120.33,120.27,0.01%
2014-09-26,120.32,120.49,120.6,119.98,-0.17%
2014-09-29,120.52,120.46,120.67,120.32,0.04%
2014-09-30,120.47,120.38,120.5,120.2,0.05%
2014-10-01,120.41,120.22,120.66,120.15,-0.01%
2014-10-02,120.42,120.46,120.48,120.02,-0.02%
2014-10-03,120.44,120.9,121,120.22,-0.41%
2014-10-06,120.93,121.06,121.14,120.78,-0.12%
2014-10-07,121.08,121.16,121.33,120.7,-0.09%
2014-10-08,121.19,121.21,121.55,120.83,-0.02%
2014-10-09,121.22,122.55,123.6,121.04,-1.09%
2014-10-10,122.56,122.19,122.88,122.17,0.28%
2014-10-13,122.22,121.65,122.42,121.41,0.44%
2014-10-14,121.68,121.02,121.82,120.55,0.54%
2014-10-15,121.03,120.96,121.36,120.32,0.14%
2014-10-16,120.86,121.58,122.22,120.57,-0.61%
2014-10-17,121.6,121.45,121.89,121.23,0.13%
2014-10-20,121.44,122.92,123.06,121.05,-1.20%
2014-10-21,122.92,123.36,123.42,122.69,-0.37%
2014-10-22,123.38,123.2,123.47,123.12,0.17%
2014-10-23,123.17,122.57,123.38,122.44,0.46%
2014-10-24,122.61,123.24,123.58,122.27,-0.52%
2014-10-27,123.25,122.87,123.67,122.8,0.31%
2014-10-28,122.87,123.08,123.29,122.62,-0.19%
2014-10-29,123.1,122.79,123.36,122.66,0.21%
2014-10-30,122.84,122.6,122.89,122.28,0.18%
2014-10-31,122.62,122.68,122.75,122.47,-0.08%
2014-11-03,122.72,122.51,122.95,122.23,0.16%
2014-11-04,122.53,122.83,122.97,122.29,-0.25%
2014-11-05,122.84,122.77,123.28,122.73,-0.06%
2014-11-06,122.91,122.85,123.07,122.7,0.04%
2014-11-07,122.86,123.62,123.64,122.6,-0.63%
2014-11-10,123.64,123.43,123.69,123.19,0.15%
2014-11-11,123.45,123.17,123.5,123.14,0.23%
2014-11-12,123.17,122.32,123.3,122.2,0.43%
2014-11-13,122.64,122.59,123,122.43,0.02%
2014-11-14,122.61,122.85,123.09,122.53,-0.19%
2014-11-17,122.84,123.16,123.25,122.73,-0.24%
2014-11-18,123.14,123.17,123.45,123,-0.04%
2014-11-19,123.19,123.14,123.61,122.95,0.02%
2014-11-20,123.16,121.74,123.29,121.6,1.16%
2014-11-21,121.75,121.56,122.01,121.35,0.16%
2014-11-24,121.56,121.06,121.73,120.98,0.41%
2014-11-25,121.06,120.73,121.23,120.57,0.26%
2014-11-26,120.75,120.63,120.81,120.24,0.11%
2014-11-27,120.62,121.12,121.47,120.26,-0.42%
2014-11-28,121.13,121.08,121.19,120.56,0.03%
2014-12-01,121.09,120.44,121.28,120.23,0.52%
2014-12-02,120.46,121.1,121.11,120.14,-0.52%
2014-12-03,121.09,121.41,121.53,120.59,-0.31%
2014-12-04,121.47,120.69,121.5,120.21,0.65%
2014-12-05,120.69,119.9,120.79,119.59,0.62%
2014-12-08,119.95,119.83,120.11,119.73,0.09%
2014-12-09,119.84,119.47,119.98,119.38,0.28%
2014-12-10,119.5,119.47,119.58,119.12,0.05%
2014-12-11,119.44,118.88,119.69,118.8,0.46%
2014-12-12,118.89,118.81,119.18,118.04,0.05%
2014-12-15,118.83,119.73,119.81,118.62,-0.77%
2014-12-16,119.75,120.04,120.08,119.53,-0.23%
2014-12-17,120.03,120.24,120.28,119.86,-0.21%
2014-12-18,120.28,119.93,120.38,119.82,0.28%
2014-12-19,119.94,120,120.12,119.6,-0.07%
2014-12-22,120.02,120.2,120.36,119.72,-0.19%
2014-12-23,120.25,120.46,120.58,120.08,-0.17%
2014-12-24,120.46,119.97,120.56,119.85,0.46%
2014-12-25,119.91,119.92,120.42,118.67,-0.03%
2014-12-26,119.94,119.85,120.3,119.48,0.07%
2014-12-29,119.86,119.72,120.38,119.54,0.11%
2014-12-30,119.73,119.91,120.17,119.22,-0.16%
2014-12-31,119.92,120.51,120.59,119.67,-0.55%
2015-01-01,120.58,120.06,121.26,119.99,0.42%
2015-01-02,120.08,120.25,120.41,119.21,-0.18%
2015-01-05,120.3,120.12,120.56,119.61,0.12%
2015-01-06,120.15,120.56,120.64,119.68,-0.33%
2015-01-07,120.55,119.79,120.67,119.71,0.46%
2015-01-08,120,119.98,120.3,119.03,0.00%
2015-01-09,120,120.54,121.02,119.77,-0.46%
2015-01-12,120.56,120.4,120.73,120.08,0.10%
2015-01-13,120.44,120.23,120.67,119.38,0.17%
2015-01-14,120.23,120.58,120.84,119.83,-0.29%
2015-01-15,120.58,120.6,120.99,120.34,-0.02%
2015-01-16,120.61,120.51,121.34,119.95,0.08%
2015-01-19,120.51,119.81,121.22,119.78,0.58%
2015-01-20,119.81,119.27,120.23,118.83,0.44%
2015-01-21,119.28,118.65,119.58,118.65,0.24%
2015-01-22,119,120.05,120.19,118.75,-0.90%
2015-01-23,120.08,120.32,120.7,119.62,-0.21%
2015-01-26,120.33,119.37,120.47,119.2,0.80%
2015-01-27,119.38,121.2,121.28,119.26,-1.52%
2015-01-28,121.22,121.65,121.75,120.86,-0.41%
2015-01-29,121.72,121,121.73,120.63,0.57%
2015-01-30,121.03,119.9,121.39,119.77,0.93%
2015-02-02,119.92,118.84,120.03,118.43,0.87%
2015-02-03,118.88,118.39,120.41,118.23,0.39%
2015-02-04,118.42,121.68,122.04,116.46,-2.96%
2015-02-05,122.03,123.4,123.5,121.8,-1.12%
2015-02-06,123.41,123.78,124.17,123.31,-0.32%
2015-02-09,123.81,124.39,124.5,123.68,-0.48%
2015-02-10,124.41,124.37,124.53,124.16,0.02%
2015-02-11,124.39,124.39,124.58,124.19,0.06%
2015-02-12,124.31,124.4,124.56,124.02,-0.09%
2015-02-13,124.42,124.18,124.64,124.06,0.17%
2015-02-16,124.21,125.1,125.29,123.77,-0.74%
2015-02-17,125.13,124.61,125.23,124.49,0.40%
2015-02-18,124.63,124.13,124.8,124.12,0.33%
2015-02-19,124.22,124.74,125.08,124.08,-0.42%
2015-02-20,124.74,124.85,124.97,124.52,-0.13%
2015-02-23,124.9,124.38,125.03,123.99,0.41%
2015-02-24,124.39,124,124.41,123.77,0.29%
2015-02-25,124.03,124,124.3,123.83,0.07%
2015-02-26,123.94,124.15,124.39,123.5,-0.16%
2015-02-27,124.14,123.93,124.58,123.85,0.16%
2015-03-02,123.94,123.56,124.03,123.3,0.31%
2015-03-03,123.56,123.25,123.81,123.04,0.25%
2015-03-04,123.25,123.71,123.86,122.98,-0.46%
2015-03-05,123.82,123.9,124.12,123.57,-0.08%
2015-03-06,123.92,123.94,124.2,123.65,-0.04%
2015-03-09,123.97,123.85,124.17,123.54,0.06%
2015-03-10,123.89,124.26,124.5,123.73,-0.31%
2015-03-11,124.27,124.06,124.39,123.96,0.15%
2015-03-12,124.08,124.15,124.23,123.89,-0.06%
2015-03-13,124.16,123.76,124.19,123.71,0.31%
2015-03-16,123.78,123.36,123.99,123.23,0.32%
2015-03-17,123.38,123.42,123.75,122.91,-0.05%
2015-03-18,123.44,122,123.55,122,0.56%
2015-03-19,122.75,121.33,122.89,121.25,1.16%
2015-03-20,121.34,120.71,121.58,120.44,0.53%
2015-03-23,120.7,122.52,122.58,120.38,-1.51%
2015-03-24,122.55,122.56,122.89,121.98,-0.02%
2015-03-25,122.58,122.05,122.94,121.72,-0.19%
2015-03-26,122.81,123.03,123.2,122.57,-0.20%
2015-03-27,123.06,123.16,123.75,122.94,-0.09%
2015-03-30,123.17,122.46,123.25,122.33,0.55%
2015-03-31,122.5,122.53,122.73,121.92,-0.03%
2015-04-01,122.54,122.7,123.2,122.1,-1.07%
2015-04-02,123.86,123.6,123.98,123.2,0.19%
2015-04-03,123.62,123.84,123.97,123.3,-0.19%
2015-04-06,123.85,123.93,124.38,123.69,-0.08%
2015-04-07,123.95,123.35,124.19,123.32,0.46%
2015-04-08,123.38,122.81,123.44,122.54,0.58%
2015-04-09,122.67,122.95,123.25,122.53,-0.24%
2015-04-10,122.97,123.42,123.61,122.46,-0.38%
2015-04-13,123.44,123.34,124.45,123.19,0.06%
2015-04-14,123.36,123.41,123.79,123.27,-0.05%
2015-04-15,123.42,123.34,123.67,123.1,0.02%
2015-04-16,123.39,123.39,123.83,123.11,-0.02%
2015-04-17,123.42,122.67,124.15,122.6,0.61%
2015-04-20,122.67,124.32,124.64,122.43,-1.34%
2015-04-21,124.34,124.46,124.75,123.84,-0.11%
2015-04-22,124.48,125.58,125.69,124.28,-0.91%
2015-04-23,125.62,124.35,125.86,124.32,1.00%
2015-04-24,124.38,124.24,124.69,123.76,0.10%
2015-04-27,124.25,124.11,124.69,123.77,0.11%
2015-04-28,124.11,124.76,125.06,123.74,-0.54%
2015-04-29,124.78,124.1,124.93,123.85,0.52%
2015-04-30,124.14,123.95,124.22,123.58,0.15%
2015-05-01,123.95,123.61,124.47,123.47,0.23%
2015-05-04,123.67,123.05,124.08,122.76,0.45%
2015-05-05,123.11,121.55,123.34,121.48,1.28%
2015-05-06,121.56,121.48,121.78,121.42,0.01%
2015-05-07,121.55,121.02,121.58,120.61,0.42%
2015-05-08,121.04,121.31,121.4,120.82,-0.26%
2015-05-11,121.36,120.68,121.48,120.56,0.56%
2015-05-12,120.69,119.98,120.73,119.8,0.58%
2015-05-13,119.99,119.25,120.04,119.22,0.59%
2015-05-14,119.29,119.13,119.95,119.13,0.10%
2015-05-15,119.17,119.15,119.38,118.86,0.01%
2015-05-18,119.16,119.86,119.99,119.01,-0.58%
2015-05-19,119.86,120.07,120.28,119.76,-0.18%
2015-05-20,120.08,119.65,120.17,119.43,0.23%
2015-05-21,119.81,119.72,120.25,119.58,0.07%
2015-05-22,119.73,119.43,119.86,119.03,0.22%
2015-05-25,119.47,119.84,120.08,119.18,-0.32%
2015-05-26,119.85,120.1,120.54,119.71,-0.24%
2015-05-27,120.14,120.15,120.31,119.97,-0.02%
2015-05-28,120.17,119.37,120.3,119.34,0.68%
2015-05-29,119.36,118.98,119.92,118.47,0.27%
2015-06-01,119.04,118.82,119.38,118.58,0.15%
2015-06-02,118.86,119,119.22,118.75,-0.15%
2015-06-03,119.04,118.98,119.44,118.75,0.05%
2015-06-04,118.98,119.58,119.67,118.8,-0.50%
2015-06-05,119.58,119.91,120.11,119.4,-0.28%
2015-06-08,119.92,119.65,119.97,119.32,0.21%
2015-06-09,119.67,119.14,119.83,119.14,0.39%
2015-06-10,119.2,118.8,119.45,118.51,0.24%
2015-06-11,118.92,118.99,119.28,118.54,-0.08%
2015-06-12,119.01,119.15,119.49,118.77,-0.12%
2015-06-15,119.15,119.39,119.76,118.76,-0.20%
2015-06-16,119.39,120.1,120.19,119.04,-0.62%
2015-06-17,120.14,120.19,120.88,119.74,-0.07%
2015-06-18,120.22,120.59,120.64,120.03,-0.31%
2015-06-19,120.59,120.12,120.76,119.83,0.37%
2015-06-22,120.14,120.24,120.36,119.62,-0.12%
2015-06-23,120.28,119.52,120.45,119.41,0.63%
2015-06-24,119.53,118.93,119.69,118.77,0.47%
2015-06-25,118.97,119.71,119.8,118.69,-0.63%
2015-06-26,119.72,119.76,119.91,119.42,-0.04%
2015-06-29,119.77,120.1,120.34,119.4,-0.31%
2015-06-30,120.14,120.06,120.38,119.76,0.05%
2015-07-01,120.08,119.12,120.23,119.09,0.79%
2015-07-02,119.14,119.18,119.53,118.91,-0.05%
2015-07-03,119.2,119.48,119.59,118.3,-0.25%
2015-07-06,119.5,119.75,119.85,119.22,-0.21%
2015-07-07,119.75,119.71,120,119.21,0.02%
2015-07-08,119.73,120.05,120.17,119.57,-0.25%
2015-07-09,120.03,120.79,121.2,119.88,-0.64%
2015-07-10,120.8,120.09,121.05,119.66,0.57%
2015-07-13,120.11,121.36,121.42,119.38,-1.03%
2015-07-14,121.36,121.32,121.53,121.09,0.02%
2015-07-15,121.33,121.37,121.5,121.07,-0.05%
2015-07-16,121.39,121.27,121.58,121.11,0.07%
2015-07-17,121.3,121.42,121.69,120.67,-0.12%
2015-07-20,121.45,121.11,121.63,120.85,0.26%
2015-07-21,121.14,121.15,122.03,120.91,-0.02%
2015-07-22,121.16,120.8,121.42,120.58,0.26%
2015-07-23,120.84,120.12,121.29,119.88,0.57%
2015-07-24,120.15,119.65,120.41,119.6,0.39%
2015-07-27,119.68,119.72,119.85,119.45,-0.04%
2015-07-28,119.73,120.12,120.27,119.35,-0.33%
2015-07-29,120.13,119.55,120.19,119.55,0.49%
2015-07-30,119.54,119.41,119.82,119.09,0.10%
2015-07-31,119.42,118.86,119.51,118.65,0.47%
2015-08-03,118.86,118.96,119.08,118.59,-0.10%
2015-08-04,118.98,118.81,119.84,118.74,0.14%
2015-08-05,118.81,119,119.36,118.71,-0.18%
2015-08-06,119.03,118.93,119.2,118.27,0.08%
2015-08-07,118.94,118.78,119.19,118.45,0.13%
2015-08-10,118.79,119.25,119.42,118.52,-0.39%
2015-08-11,119.25,118.46,119.44,118.21,0.65%
2015-08-12,118.48,118.74,118.87,118.16,-0.23%
2015-08-13,118.75,119.1,119.22,118.4,-0.30%
2015-08-14,119.11,120.45,120.47,118.49,-1.13%
2015-08-17,120.47,119.41,120.5,119.26,0.87%
2015-08-18,119.43,118.61,119.63,118.37,0.67%
2015-08-19,118.64,119.16,119.2,118.31,-0.29%
2015-08-20,118.98,117.51,119.24,117.16,1.23%
2015-08-21,117.53,117.24,117.61,116.99,0.21%
2015-08-24,117.28,117.55,118,117.05,-0.25%
2015-08-25,117.57,117.6,117.76,116.86,-0.02%
2015-08-26,117.59,117.45,117.88,116.65,0.12%
2015-08-27,117.45,118.29,118.47,117.28,-0.71%
2015-08-28,118.29,117.53,118.51,117.36,0.63%
2015-08-31,117.55,117.85,118.27,117.25,-0.27%
2015-09-01,117.87,118.45,118.67,117.32,-0.50%
2015-09-02,118.46,117.76,118.51,117.25,0.58%
2015-09-03,117.78,118.48,118.84,117.52,-0.60%
2015-09-04,118.49,117.93,118.67,117.24,0.46%
2015-09-07,117.95,118.79,118.86,117.16,-0.72%
2015-09-08,118.81,117.55,118.89,117.53,1.05%
2015-09-09,117.57,117.6,117.8,116.91,-0.06%
2015-09-10,117.64,116.15,117.78,115.82,1.27%
2015-09-11,116.17,117.32,117.94,116.13,-0.99%
2015-09-14,117.33,117.93,117.97,116.05,-0.51%
2015-09-15,117.93,118.33,118.85,117.53,-0.35%
2015-09-16,118.35,118.5,119.34,118.08,-0.15%
2015-09-17,118.53,119.66,119.91,118.4,-0.94%
2015-09-18,119.66,119.23,119.97,119.13,0.34%
2015-09-21,119.25,118.4,119.64,118.35,0.71%
2015-09-22,118.41,119.61,119.64,118.04,-1.03%
2015-09-23,119.64,120.46,120.64,119.38,-0.71%
2015-09-24,120.5,119.78,120.75,119.71,0.59%
2015-09-25,119.79,119.67,119.87,119.64,0.08%
2015-09-28,119.69,119.46,119.94,119.22,0.18%
2015-09-29,119.48,120.65,120.71,118.84,-0.99%
2015-09-30,120.67,120.37,120.75,120.14,0.22%
2015-10-01,120.41,120.08,120.47,120.08,0.26%
2015-10-02,120.1,120.49,120.52,119.98,-0.33%
2015-10-05,120.5,120.69,120.78,120.24,-0.16%
2015-10-06,120.69,120.05,120.83,119.98,0.52%
2015-10-07,120.06,119.38,120.09,119.29,0.47%
2015-10-08,119.5,118.83,119.64,118.8,0.56%
2015-10-09,118.83,118.62,119.31,118.23,0.14%
2015-10-12,118.66,116.39,118.91,116.29,1.93%
2015-10-13,116.41,117.8,118.03,115.56,-1.21%
2015-10-14,117.83,119.05,119.08,117.54,-0.82%
2015-10-15,118.8,118.64,119.22,118.03,0.11%
2015-10-16,118.67,117.78,119.57,117.43,0.73%
2015-10-19,117.81,119.69,119.92,117.71,-1.57%
2015-10-20,119.69,120.69,121,117.93,-0.83%
2015-10-21,120.69,121.44,121.86,120.18,-0.60%
2015-10-22,121.42,119.75,121.69,119.67,1.37%
2015-10-23,119.78,119.79,120.25,119.32,-0.02%
2015-10-26,119.8,119.2,119.89,119.09,0.49%
2015-10-27,119.22,118.39,119.31,118.2,0.70%
2015-10-28,118.39,118.68,119.14,117.86,-0.21%
2015-10-29,118.64,117.7,118.8,117.69,0.80%
2015-10-30,117.7,117.72,117.91,117.22,-0.03%
2015-11-02,117.73,117.98,117.99,117.41,-0.20%
2015-11-03,117.97,118.25,118.58,117.67,-0.26%
2015-11-04,118.28,117.75,118.5,117.55,0.40%
2015-11-05,117.81,118.18,118.38,117.33,-0.35%
2015-11-06,118.22,117.94,118.97,117.72,0.20%
2015-11-09,117.98,116.86,118.06,116.81,0.95%
2015-11-10,116.87,116.64,117.04,116.34,0.19%
2015-11-11,116.65,116.36,117.05,115.44,0.32%
2015-11-12,116.28,115.76,116.83,115.71,0.46%
2015-11-13,115.75,115.47,115.89,115.3,0.23%
2015-11-16,115.48,115.76,116.02,114.88,-0.26%
2015-11-17,115.78,114.85,116.1,114.61,0.80%
2015-11-18,114.86,114.47,114.92,113.84,0.28%
2015-11-19,114.54,115.2,115.47,114.23,-0.58%
2015-11-20,115.21,114.64,115.5,114.11,0.50%
2015-11-23,114.64,113.58,114.86,113.39,0.92%
2015-11-24,113.6,114.04,114.06,113.15,-0.39%
2015-11-25,114.05,112.46,114.22,112.41,1.53%
2015-11-26,112.33,109.21,112.5,109.15,2.86%
2015-11-27,109.21,108.87,109.47,108.73,0.29%
2015-11-30,108.89,108.14,108.97,107.92,0.67%
2015-12-01,108.16,107.81,108.19,107.68,0.32%
2015-12-02,107.81,108.12,108.38,107.58,-0.32%
2015-12-03,108.16,108.26,108.33,107.77,-0.10%
2015-12-04,108.27,107.13,108.36,107.08,1.05%
2015-12-07,107.14,107,107.39,106.75,0.13%
2015-12-08,107,106.94,107.05,106.22,0.05%
2015-12-09,106.95,106.96,107.41,106.76,0.07%
2015-12-10,106.88,106.3,106.94,106.11,0.52%
2015-12-11,106.33,105.9,106.47,105.49,0.39%
2015-12-14,105.92,107.05,107.52,105.18,-1.06%
2015-12-15,107.06,106.82,107.33,106.65,0.19%
2015-12-16,106.86,107.6,107.66,106.76,-0.75%
2015-12-17,107.67,107.83,108.17,107.6,-0.16%
2015-12-18,107.84,108.06,108.32,107.5,-0.22%
2015-12-21,108.08,108.03,108.73,107.74,0.05%
2015-12-22,108.03,108.78,109.25,107.81,-0.71%
2015-12-23,108.8,109.75,109.87,108.64,-0.88%
