Date,Price,Open,High,Low,Change %
2015-12-24,109.77,108.4,109.92,108.32,1.25%
2015-12-25,108.42,108.88,109.14,107.99,-0.43%
2015-12-28,108.89,109.63,110.11,108.84,-0.70%
2015-12-29,109.66,109.48,109.86,109.16,0.16%
2015-12-30,109.48,109.16,109.77,109.11,0.18%
2015-12-31,109.28,108.75,109.53,108.45,0.49%
2016-01-01,108.75,109.02,109.39,108.49,-0.26%
2016-01-04,109.03,108.88,109.17,108.43,0.13%
2016-01-05,108.89,108.81,109,108.24,0.05%
2016-01-06,108.84,109.04,109.19,108.64,-0.19%
2016-01-07,109.05,108.65,109.48,108.57,0.31%
2016-01-08,108.71,108.37,108.98,108.29,0.30%
2016-01-11,108.39,107.13,108.4,107.07,1.19%
2016-01-12,107.12,107.16,107.33,106.79,-0.05%
2016-01-13,107.17,107.25,107.38,106.99,-0.15%
2016-01-14,107.33,107.1,107.41,106.94,0.21%
2016-01-15,107.11,106.84,107.2,106.62,0.25%
2016-01-18,106.84,106.17,106.91,106.01,0.61%
2016-01-19,106.19,106.02,106.48,105.91,0.15%
2016-01-20,106.03,105.07,106.09,104.9,0.88%
2016-01-21,105.1,105.24,105.72,104.67,-0.16%
2016-01-22,105.27,104.78,105.37,104.74,0.44%
2016-01-25,104.81,105.09,105.31,104.72,-0.26%
2016-01-26,105.08,104.35,105.2,104.27,0.69%
2016-01-27,104.36,104.03,104.36,104.03,0.27%
2016-01-28,104.08,103.71,104.14,103.62,0.35%
2016-01-29,103.72,103.87,103.94,103.53,-0.13%
2016-02-01,103.86,104.07,104.17,103.75,-0.20%
2016-02-02,104.07,104.04,104.19,103.72,0.01%
2016-02-03,104.06,104.4,104.45,103.84,0.12%
2016-02-04,103.94,103.84,104.2,103.48,0.11%
2016-02-05,103.83,103.75,103.97,103.58,0.08%
2016-02-08,103.75,102.9,103.86,102.86,0.82%
2016-02-09,102.91,102.56,102.94,102.5,0.33%
2016-02-10,102.57,102.2,102.6,102.15,0.21%
2016-02-11,102.36,102.43,102.73,102.12,-0.08%
2016-02-12,102.44,102.43,102.67,102.28,0.01%
2016-02-15,102.43,102.25,102.56,102.2,0.17%
2016-02-16,102.26,102.17,102.37,102.06,0.07%
2016-02-17,102.19,102.05,102.23,101.99,0.13%
2016-02-18,102.06,102.09,102.16,101.49,-0.05%
2016-02-19,102.11,102.09,102.47,101.97,0.00%
2016-02-22,102.11,102.57,102.66,101.77,-0.47%
2016-02-23,102.59,102.56,102.92,102.43,0.00%
2016-02-24,102.59,102.57,102.75,102.38,-0.04%
2016-02-25,102.63,102.78,103.04,102.32,-0.17%
2016-02-26,102.8,102.78,103,102.69,0.00%
2016-02-29,102.8,102.12,103.09,102,0.66%
2016-03-01,102.13,101.83,102.17,101.79,0.27%
2016-03-02,101.86,101.74,101.91,101.72,0.02%
2016-03-03,101.84,101.81,101.95,101.68,0.03%
2016-03-04,101.81,101.46,101.86,101.38,0.33%
2016-03-07,101.48,101.45,101.56,101.29,0.01%
2016-03-08,101.47,101.37,101.61,101.3,0.07%
2016-03-09,101.4,101.38,101.4,101.16,0.07%
2016-03-10,101.33,101.17,101.45,101.08,0.16%
2016-03-11,101.17,101.65,101.72,101.12,-0.50%
2016-03-14,101.68,101.66,101.8,101.61,-0.01%
2016-03-15,101.69,101.53,101.75,101.42,0.14%
2016-03-16,101.55,101.37,101.64,101.3,0.17%
2016-03-17,101.38,101.33,101.41,101.19,0.05%
2016-03-18,101.33,101.62,101.69,101.04,-0.30%
2016-03-21,101.64,101.56,101.86,101.42,0.06%
2016-03-22,101.58,101.84,101.9,101.46,-0.26%
2016-03-23,101.84,102.03,102.22,101.76,-0.27%
2016-03-24,102.12,102.18,102.24,101.94,-0.07%
2016-03-25,102.19,101.75,102.27,101.73,0.39%
2016-03-28,101.79,101.52,101.86,101.38,0.26%
2016-03-29,101.53,101.32,101.59,101.26,0.20%
2016-03-30,101.33,101.42,101.5,101.21,-0.05%
2016-03-31,101.38,101.72,101.75,101.29,-0.34%
2016-04-01,101.73,101.86,101.86,101.47,-0.15%
2016-04-04,101.88,101.97,101.98,101.6,-0.09%
2016-04-05,101.97,101.93,102.17,101.78,0.02%
2016-04-06,101.95,102.08,102.15,101.78,-0.13%
2016-04-07,102.08,101.94,102.2,101.78,0.14%
2016-04-08,101.94,101.91,102.03,101.71,0.02%
2016-04-11,101.92,102.14,102.33,101.86,-0.22%
2016-04-12,102.14,101.83,102.25,101.78,0.29%
2016-04-13,101.84,102.03,102.11,101.69,-0.23%
2016-04-14,102.07,101.71,102.15,101.63,0.34%
2016-04-15,101.72,102.06,102.17,101.57,-0.35%
2016-04-18,102.08,102.33,102.41,101.84,-0.27%
2016-04-19,102.36,102.52,102.58,102.19,-0.17%
2016-04-20,102.53,102.45,102.66,102.35,0.05%
2016-04-21,102.48,102.39,102.62,102.1,0.09%
2016-04-22,102.39,102.74,102.78,102.32,-0.35%
2016-04-25,102.75,102.5,102.81,102.41,0.24%
2016-04-26,102.5,102.38,102.58,102.24,0.11%
2016-04-27,102.39,101.81,102.5,101.72,0.60%
2016-04-28,101.78,101.78,101.84,101.48,-0.02%
2016-04-29,101.8,101.83,101.86,101.41,-0.04%
2016-05-02,101.84,101.97,102.05,101.62,-0.15%
2016-05-03,101.99,101.93,102.16,101.7,0.04%
2016-05-04,101.95,101.94,102.06,101.81,-0.02%
2016-05-05,101.97,101.72,102.01,101.56,0.24%
2016-05-06,101.73,101.33,101.83,101.32,0.35%
2016-05-09,101.38,101.31,101.64,100.8,0.05%
2016-05-10,101.33,101.51,101.61,101.16,-0.18%
2016-05-11,101.51,101.51,101.61,101.07,-0.01%
2016-05-12,101.52,101.55,101.7,101.33,-0.06%
2016-05-13,101.58,101.88,102.12,101.3,-0.30%
2016-05-16,101.89,102.25,102.3,101.7,-0.36%
2016-05-17,102.26,102.12,102.37,102.03,0.14%
2016-05-18,102.12,101.75,102.19,101.73,0.26%
2016-05-19,101.86,101.64,101.86,101.52,0.20%
2016-05-20,101.66,101.9,101.97,101.44,-0.26%
2016-05-23,101.92,101.67,102,101.4,0.23%
2016-05-24,101.69,102.12,102.19,101.48,-0.44%
2016-05-25,102.14,102.14,102.27,101.84,-0.05%
2016-05-26,102.19,102.32,103.03,102.11,-0.15%
2016-05-27,102.34,102.22,102.38,102.1,0.08%
2016-05-30,102.26,102.61,102.68,102.02,-0.37%
2016-05-31,102.64,102.48,102.81,102.44,0.14%
2016-06-01,102.5,102.15,102.64,102.02,0.32%
2016-06-02,102.17,102.29,102.52,101.94,-0.15%
2016-06-03,102.32,102.53,102.66,102.07,-0.21%
2016-06-06,102.54,102.61,102.7,102.15,-0.08%
2016-06-07,102.62,102.6,102.74,102.38,0.00%
2016-06-08,102.62,102.48,102.71,102.36,0.20%
2016-06-09,102.42,102.37,102.59,102.34,0.03%
2016-06-10,102.39,102.22,102.47,101.85,0.16%
2016-06-13,102.23,101.91,102.38,101.77,0.29%
2016-06-14,101.93,101.82,102.01,101.47,0.09%
2016-06-15,101.84,101.55,102.03,101.39,0.23%
2016-06-16,101.61,101.51,101.89,101.31,0.08%
2016-06-17,101.53,101.96,102.16,101.31,-0.44%
2016-06-20,101.98,101.78,102.17,101.7,0.17%
2016-06-21,101.81,103.09,103.14,101.52,-1.26%
2016-06-22,103.11,103.29,103.42,102.97,-0.16%
2016-06-23,103.28,103.9,104.12,103.17,-0.62%
2016-06-24,103.92,103.87,104.12,103.78,0.04%
2016-06-27,103.88,103.63,103.95,103.56,0.23%
2016-06-28,103.64,103.19,103.72,103.06,0.41%
2016-06-29,103.22,102.82,103.45,102.75,0.40%
2016-06-30,102.81,102.17,103,102.01,0.63%
2016-07-01,102.17,102.06,102.44,101.71,0.12%
2016-07-04,102.05,102.23,102.47,101.85,-0.22%
2016-07-05,102.27,102.22,102.48,102.08,0.02%
2016-07-06,102.25,102.23,102.66,102.09,-0.02%
2016-07-07,102.27,102.38,102.48,101.99,-0.13%
2016-07-08,102.4,102.3,102.56,102.17,0.06%
2016-07-11,102.34,101.41,102.69,101.27,0.89%
2016-07-12,101.44,101.75,101.97,101.25,-0.32%
2016-07-13,101.77,101.32,101.88,101.23,0.40%
2016-07-14,101.36,101.83,101.89,101.18,-0.47%
2016-07-15,101.84,102.74,102.87,101.52,-0.90%
2016-07-18,102.77,103,103.11,102.53,-0.24%
2016-07-19,103.02,103.24,103.44,102.83,-0.24%
2016-07-20,103.27,102.97,103.42,102.78,-0.01%
2016-07-21,103.28,103.05,103.78,102.81,0.20%
2016-07-22,103.07,102.29,103.17,102.24,0.74%
2016-07-25,102.31,102.2,102.56,102.08,0.10%
2016-07-26,102.21,101.44,102.29,101.37,0.75%
2016-07-27,101.45,101.54,101.67,101.17,-0.35%
2016-07-28,101.81,102.12,102.28,101.53,-0.31%
2016-07-29,102.13,102.36,102.46,101.7,-0.24%
2016-08-01,102.38,102.23,102.64,102.07,0.15%
2016-08-02,102.23,102.5,102.64,101.98,-0.26%
2016-08-03,102.5,102.53,102.7,102.14,-0.03%
2016-08-04,102.53,102.27,102.83,102.24,0.25%
2016-08-05,102.27,102.29,102.42,101.65,-0.06%
2016-08-08,102.33,102.34,102.47,101.83,-0.04%
2016-08-09,102.37,101.93,102.75,101.78,0.42%
2016-08-10,101.94,101.8,102,101.37,0.14%
2016-08-11,101.8,102.18,102.43,101.55,-0.36%
2016-08-12,102.17,102.52,102.59,101.68,-0.35%
2016-08-15,102.53,102.62,102.69,102.2,-0.11%
2016-08-16,102.64,102.24,102.7,102.05,0.38%
2016-08-17,102.25,102.28,102.66,101.97,-0.09%
2016-08-18,102.34,102.08,102.58,101.41,0.23%
2016-08-19,102.11,101.43,102.19,101.21,0.66%
2016-08-22,101.44,101.64,101.77,100.77,-0.21%
2016-08-23,101.65,100.98,101.68,100.74,0.65%
2016-08-24,100.99,102.02,102.42,100.76,-1.02%
2016-08-25,102.03,102.71,102.94,101.94,-0.67%
2016-08-26,102.72,102.28,102.92,102.04,0.41%
2016-08-29,102.3,102.94,103.46,101.83,-0.65%
2016-08-30,102.97,102.54,103.27,102.46,0.41%
2016-08-31,102.55,102.37,102.94,101.77,0.24%
2016-09-01,102.3,103.24,103.59,101.98,-0.94%
2016-09-02,103.27,104.5,104.84,102.95,-1.20%
2016-09-05,104.52,104.28,104.58,103.95,0.19%
2016-09-06,104.32,104.18,104.76,104.01,0.13%
2016-09-07,104.18,104.26,104.34,103.84,-0.12%
2016-09-08,104.31,104.33,104.5,104.17,-0.05%
2016-09-09,104.36,104.54,104.94,104.12,-0.19%
2016-09-12,104.56,104.2,104.69,104.06,0.33%
2016-09-13,104.22,102.97,104.28,102.97,1.18%
2016-09-14,103,104.09,104.13,102.83,-1.10%
2016-09-15,104.15,104.83,105.12,103.82,-0.65%
2016-09-16,104.83,104.83,105.05,104.55,-0.03%
2016-09-19,104.86,104.58,105.12,104.56,0.23%
2016-09-20,104.62,104.2,104.73,104.16,0.38%
2016-09-21,104.22,104.85,104.94,103.88,-0.61%
2016-09-22,104.86,104.78,104.87,104.05,0.09%
2016-09-23,104.77,105.23,105.44,104.52,-0.46%
2016-09-26,105.25,105.28,105.4,105.18,-0.06%
2016-09-27,105.31,105.13,105.35,104.83,0.14%
2016-09-28,105.16,105.13,105.41,104.95,-0.01%
2016-09-29,105.17,104.79,105.18,104.62,0.34%
2016-09-30,104.81,104.35,104.84,104.35,0.41%
2016-10-03,104.38,104.33,104.49,104.24,0.02%
2016-10-04,104.36,104.09,104.41,104.07,0.24%
2016-10-05,104.11,104.08,104.12,103.75,0.03%
2016-10-06,104.08,104.23,104.63,103.84,-0.16%
2016-10-07,104.25,104.24,104.36,103.78,-0.03%
2016-10-10,104.28,102.65,104.35,102.53,1.57%
2016-10-11,102.67,103,103.1,102.47,-0.35%
2016-10-12,103.03,103.19,103.32,102.62,-0.18%
2016-10-13,103.22,103.36,103.92,102.97,-0.15%
2016-10-14,103.38,102.41,103.43,102.35,0.92%
2016-10-17,102.44,102.85,102.94,102.19,-0.39%
2016-10-18,102.84,103.27,103.39,102.55,-0.43%
2016-10-19,103.28,102.9,103.33,102.86,0.36%
2016-10-20,102.91,101.76,102.96,101.61,1.11%
2016-10-21,101.78,102.34,102.44,101.61,-0.57%
2016-10-24,102.36,102.48,102.83,101.81,-0.16%
2016-10-25,102.52,102.93,103.37,101.97,-0.42%
2016-10-26,102.95,102.42,103.13,102.2,0.50%
2016-10-27,102.44,102.3,102.6,102.09,0.12%
2016-10-28,102.32,102.13,102.37,101.91,0.15%
2016-10-31,102.17,101.26,102.19,101.16,0.86%
2016-11-01,101.3,101.67,101.71,101.13,-0.37%
2016-11-02,101.68,101.25,101.91,101.11,0.39%
2016-11-03,101.28,101.15,101.35,100.92,0.12%
2016-11-04,101.16,100.02,101.16,99.98,1.13%
2016-11-07,100.03,100.12,100.23,99.77,-0.12%
2016-11-08,100.15,99.97,100.25,99.55,0.15%
2016-11-09,100,100.16,100.39,99.77,-0.19%
2016-11-10,100.19,100,100.43,99.93,0.17%
2016-11-11,100.02,99.22,100.15,99.11,0.78%
2016-11-14,99.25,99.6,99.67,99.08,-0.39%
2016-11-15,99.64,99.13,99.79,99.07,0.48%
2016-11-16,99.16,99.16,99.3,98.89,0.08%
2016-11-17,99.08,98.08,99.21,97.96,1.01%
2016-11-18,98.09,98.65,99.41,97.63,-0.58%
2016-11-21,98.66,98.49,98.75,98.38,0.16%
2016-11-22,98.5,98.59,98.67,98.14,-0.11%
2016-11-23,98.61,98.7,98.84,98.51,-0.08%
2016-11-24,98.69,98.33,98.84,97.79,0.34%
2016-11-25,98.36,98.5,98.57,98.07,-0.15%
2016-11-28,98.51,98.17,98.67,98.05,0.33%
2016-11-29,98.19,97.65,98.27,97.43,0.52%
2016-11-30,97.68,97.55,97.79,97.43,0.27%
2016-12-01,97.42,97.27,97.49,96.92,0.14%
2016-12-02,97.28,97.37,97.61,97.15,-0.10%
2016-12-05,97.38,98.12,98.19,97.13,-0.77%
2016-12-06,98.14,98.17,98.48,97.86,-0.05%
2016-12-07,98.19,97.7,98.24,97.66,0.47%
2016-12-08,97.73,97.9,98.15,97.53,-0.18%
2016-12-09,97.91,98.76,99,97.71,-0.87%
2016-12-12,98.77,98.15,98.97,98.12,0.61%
2016-12-13,98.17,98.55,98.7,98.07,-0.42%
2016-12-14,98.58,98.07,98.58,98.05,0.00%
2016-12-15,98.58,98.13,98.59,97.9,0.43%
2016-12-16,98.16,97.33,98.27,97.3,0.84%
2016-12-19,97.34,96.86,97.65,96.79,0.47%
2016-12-20,96.88,96.69,97.25,96.55,0.18%
2016-12-21,96.71,97.42,97.44,96.66,-0.78%
2016-12-22,97.47,97.24,97.48,96.93,0.21%
2016-12-23,97.27,97.32,97.87,96.92,-0.09%
2016-12-26,97.36,97.97,98.08,97.12,-0.65%
2016-12-27,98,98.19,98.72,97.64,-0.23%
2016-12-28,98.23,97.92,98.46,97.48,-0.03%
2016-12-29,98.26,98.97,99.04,98.07,-0.74%
2016-12-30,98.99,98.44,99.13,98.24,0.56%
2017-01-02,98.44,98.73,98.81,98.35,-0.29%
2017-01-03,98.73,98.83,99.17,98.45,-0.11%
2017-01-04,98.84,99.15,99.36,98.62,-0.47%
2017-01-05,99.31,99.47,99.67,99.14,-0.14%
2017-01-06,99.45,97.93,99.58,97.85,1.54%
2017-01-09,97.94,99.11,99.33,97.75,-1.19%
2017-01-10,99.12,99.04,99.38,98.97,0.04%
2017-01-11,99.08,99.45,99.48,98.53,-0.28%
2017-01-12,99.36,99.54,99.97,99.17,-0.19%
2017-01-13,99.55,99.87,99.99,98.99,-0.33%
2017-01-16,99.88,100.37,100.6,99.77,-0.53%
2017-01-17,100.41,99.56,100.46,99.46,0.83%
2017-01-18,99.58,99.82,100.1,99.32,0.47%
2017-01-19,99.11,100.09,100.22,98.53,-1.01%
2017-01-20,100.12,99.73,100.19,99.55,0.36%
2017-01-23,99.76,99.56,99.82,99.3,0.18%
2017-01-24,99.58,99.32,99.86,99.14,0.25%
2017-01-25,99.33,98.34,99.42,98.25,1.18%
2017-01-26,98.17,98.36,98.47,97.86,-0.18%
2017-01-27,98.35,97.62,98.51,97.43,0.73%
2017-01-30,97.64,97.01,97.83,96.83,0.63%
2017-01-31,97.03,98.5,98.53,96.96,-1.50%
2017-02-01,98.51,98.2,98.84,98.19,-0.24%
2017-02-02,98.75,98.71,99.15,98.38,0.02%
2017-02-03,98.73,97.66,98.8,97.55,1.09%
2017-02-06,97.67,97.25,97.98,97.1,0.40%
2017-02-07,97.28,97.55,97.86,96.88,-0.29%
2017-02-08,97.56,97.51,98.12,97.34,0.03%
2017-02-09,97.53,97.35,97.77,97.03,0.16%
2017-02-10,97.37,98.11,98.64,97.09,-0.78%
2017-02-13,98.14,98.19,98.42,97.84,-0.06%
2017-02-14,98.2,96.88,98.34,96.83,1.33%
2017-02-15,96.91,96.19,96.93,95.92,0.72%
2017-02-16,96.22,96.69,96.96,96.11,-0.53%
2017-02-17,96.73,96.31,96.93,95.79,0.42%
2017-02-20,96.33,97.72,97.8,96.3,-1.45%
2017-02-21,97.75,98.27,98.58,97.51,-0.57%
2017-02-22,98.31,98.88,99.15,98.16,-0.67%
2017-02-23,98.97,99.53,99.94,98.65,-0.58%
2017-02-24,99.55,97.86,99.57,97.63,1.71%
2017-02-27,97.88,98.03,98.52,97.56,-0.15%
2017-02-28,98.03,97.93,98.46,97.74,0.08%
2017-03-01,97.95,98.08,98.33,97.61,-0.34%
2017-03-02,98.28,99.27,99.41,97.94,-1.03%
2017-03-03,99.3,100.23,100.45,98.88,-0.95%
2017-03-06,100.25,99.41,100.43,99.37,0.82%
2017-03-07,99.43,99.65,100.18,99.13,-0.24%
2017-03-08,99.67,100.7,100.71,99.28,-0.97%
2017-03-09,100.65,100.4,100.86,99.83,0.23%
2017-03-10,100.42,99.58,100.65,99.45,0.84%
2017-03-13,99.58,99.07,99.93,99.04,0.49%
2017-03-14,99.09,99.85,100.07,98.88,-0.77%
2017-03-15,99.86,99.3,100.48,99.06,0.65%
2017-03-16,99.22,98.94,99.69,98.66,0.26%
2017-03-17,98.96,99.65,99.86,98.27,-0.71%
2017-03-20,99.67,101.13,101.21,99.41,-1.47%
2017-03-21,101.16,100.94,101.29,100.75,0.19%
2017-03-22,100.97,101.17,101.53,100.77,-0.23%
2017-03-23,101.2,100.03,101.22,99.86,1.15%
2017-03-24,100.05,99.89,100.15,99.47,0.13%
2017-03-27,99.92,100.61,100.85,99.24,-0.71%
2017-03-28,100.63,99.64,100.72,99.48,0.96%
2017-03-29,99.67,99.25,99.86,99.16,0.53%
2017-03-30,99.14,98.33,99.45,98.33,0.79%
2017-03-31,98.36,97.72,98.57,97.54,0.62%
2017-04-03,97.75,97.78,98.23,97.24,-0.06%
2017-04-04,97.81,97.7,98.05,96.96,0.08%
2017-04-05,97.73,97.84,98.7,97.21,-0.17%
2017-04-06,97.9,97.26,98.13,96.84,0.64%
2017-04-07,97.28,96.45,98.28,96.19,0.84%
2017-04-10,96.47,95.31,97.01,94.81,1.20%
2017-04-11,95.33,94.49,95.76,94.43,0.87%
2017-04-12,94.51,94.1,95.21,94.08,0.46%
2017-04-13,94.08,95.35,95.81,93.99,-1.36%
2017-04-14,95.38,96.01,96.08,93.78,-0.68%
2017-04-17,96.03,96.01,97.02,95.13,0.00%
2017-04-18,96.03,98.76,99.04,95.6,-2.77%
2017-04-19,98.77,97.5,99.28,97.4,1.25%
2017-04-20,97.55,96.98,97.75,95.02,0.61%
2017-04-21,96.96,99.03,99.47,95.96,-2.12%
2017-04-24,99.06,100,100.43,98.95,-0.97%
2017-04-25,100.03,99.52,100.41,99.3,0.50%
2017-04-26,99.53,100.35,100.72,98.86,-0.95%
2017-04-27,100.48,100.71,101.27,100.23,-0.25%
2017-04-28,100.73,101.13,101.8,100.45,-0.43%
2017-05-01,101.16,102.34,102.52,100.71,-1.19%
2017-05-02,102.38,100.93,102.5,100.9,1.43%
2017-05-03,100.94,101.3,101.66,100.72,-0.35%
2017-05-04,101.29,102.01,102.58,100.68,-0.73%
2017-05-05,102.03,103.13,103.56,100.82,-1.10%
2017-05-08,103.16,102.47,103.73,102.33,0.64%
2017-05-09,102.5,102.24,102.88,102.06,0.22%
2017-05-10,102.27,102.94,103.09,102.16,-0.91%
2017-05-11,103.21,102.23,103.3,102.05,0.94%
2017-05-12,102.25,102.21,102.68,101.82,0.02%
2017-05-15,102.23,102.34,102.76,101.86,-0.13%
2017-05-16,102.36,101.79,102.4,101.24,0.52%
2017-05-17,101.83,101.84,102.14,101.49,0.22%
2017-05-18,101.61,100.56,101.98,100.52,0.99%
2017-05-19,100.61,98.99,100.79,98.62,1.63%
2017-05-22,99,98.99,99.15,98.57,-0.02%
2017-05-23,99.02,99.33,99.43,98.82,-0.32%
2017-05-24,99.34,99.06,99.45,99,0.31%
2017-05-25,99.03,97.91,99.26,97.87,1.08%
2017-05-26,97.97,97.37,98.39,97.06,0.60%
2017-05-29,97.39,97.42,97.67,97.03,-0.03%
2017-05-30,97.42,97.76,98.12,97.01,-0.36%
2017-05-31,97.77,98.03,98.2,97.33,-0.29%
2017-06-01,98.05,99.23,99.41,97.54,-1.21%
2017-06-02,99.25,99.47,99.56,98.95,-0.23%
2017-06-05,99.48,99.47,99.76,99.18,0.01%
2017-06-06,99.47,99.22,99.52,98.47,0.25%
2017-06-07,99.22,99.75,99.88,99.02,-0.30%
2017-06-08,99.52,98.14,99.68,98.08,1.38%
2017-06-09,98.17,98.09,98.52,97.62,0.06%
2017-06-12,98.11,97.53,98.43,97.19,0.58%
2017-06-13,97.54,96.74,98.15,95.93,0.79%
2017-06-14,96.78,97.78,98.7,96.34,-1.65%
2017-06-15,98.4,99.67,99.8,98.09,-1.28%
2017-06-16,99.68,99.77,99.94,99.1,-0.10%
2017-06-19,99.78,99,99.87,98.88,0.76%
2017-06-20,99.03,99.34,99.66,98.58,-0.33%
2017-06-21,99.36,97.84,99.38,97.83,1.88%
2017-06-22,97.53,96.32,97.83,95.8,1.24%
2017-06-23,96.34,93.03,96.41,92.72,3.52%
2017-06-26,93.06,93.42,93.69,92.69,-0.41%
2017-06-27,93.44,93.21,93.56,92.54,0.23%
2017-06-28,93.23,94.18,94.37,93.16,-1.05%
2017-06-29,94.22,94.13,94.3,93.96,0.08%
2017-06-30,94.14,94.42,94.49,93.85,-0.32%
2017-07-03,94.44,94.44,94.91,94.02,0.00%
2017-07-04,94.44,94.15,94.61,93.85,0.29%
2017-07-05,94.17,94.31,94.96,93.53,-0.37%
2017-07-06,94.52,94.9,95.13,94.18,-0.39%
2017-07-07,94.89,95.99,96.11,94.56,-1.19%
2017-07-10,96.03,95.16,96.13,94.81,0.91%
2017-07-11,95.16,95.2,95.74,94.71,-0.06%
2017-07-12,95.22,94.1,95.6,94.03,-0.06%
2017-07-13,95.28,96.08,96.27,95.06,-0.86%
2017-07-14,96.11,96.11,96.59,95.66,0.00%
2017-07-17,96.11,96.08,96.25,95.43,0.03%
2017-07-18,96.08,96.26,96.71,95.62,-0.21%
2017-07-19,96.28,95.95,96.36,95.9,0.26%
2017-07-20,96.03,94.79,96.54,94.76,1.27%
2017-07-21,94.83,94.04,95.06,93.77,0.80%
2017-07-24,94.08,93.28,94.11,92.98,0.85%
2017-07-25,93.29,93.46,93.54,92.89,-0.20%
2017-07-26,93.48,93.56,93.72,93.15,-0.12%
2017-07-27,93.59,92.54,93.68,92.41,1.11%
2017-07-28,92.56,92.2,92.85,91.98,0.36%
2017-07-31,92.23,91.95,92.43,91.12,0.27%
2017-08-01,91.98,91.8,92.74,91.13,0.19%
2017-08-02,91.81,93.96,94.76,90.92,-1.71%
2017-08-03,93.41,93.08,93.5,92.9,0.32%
2017-08-04,93.11,93.53,93.86,92.76,-0.48%
2017-08-07,93.56,93.57,94.02,93.11,-0.02%
2017-08-08,93.58,93.95,93.96,93.27,-0.39%
2017-08-09,93.95,93.65,94.2,93.6,0.46%
2017-08-10,93.52,92.86,93.84,92.21,0.69%
2017-08-11,92.88,93.36,93.71,92.65,-0.55%
2017-08-14,93.39,93.46,93.78,92.8,-0.09%
2017-08-15,93.47,94.3,94.4,92.96,-0.91%
2017-08-16,94.33,92.83,94.42,92.34,1.77%
2017-08-17,92.69,93.61,93.74,92.15,-1.00%
2017-08-18,93.63,93.62,93.91,93.06,-0.01%
2017-08-21,93.64,93.61,94.06,93.26,0.01%
2017-08-22,93.63,92.36,93.65,91.96,1.35%
2017-08-23,92.38,92.82,93.18,92.18,-0.37%
2017-08-24,92.72,91.69,92.96,91.59,1.09%
2017-08-25,91.72,91.07,91.77,90.71,0.70%
2017-08-28,91.08,90.73,91.4,90.64,0.39%
2017-08-29,90.73,90.83,91.01,90.3,-0.13%
2017-08-30,90.85,90.9,91.25,90.53,-0.08%
2017-08-31,90.92,90.3,91.19,90.26,0.65%
2017-09-01,90.33,88.6,90.54,88.4,1.94%
2017-09-04,88.61,88.69,88.79,88.03,-0.11%
2017-09-05,88.71,89.58,90.06,88.35,-1.00%
2017-09-06,89.61,89.96,90.25,89.32,-0.52%
2017-09-07,90.08,89.85,90.18,89.61,0.22%
2017-09-08,89.88,88.36,90.1,88.11,1.69%
2017-09-11,88.39,88.8,88.87,87.77,-0.45%
2017-09-12,88.79,89.46,89.63,88.27,-0.76%
2017-09-13,89.47,89.24,89.67,89.05,0.33%
2017-09-14,89.18,88.78,89.44,88.66,0.45%
2017-09-15,88.78,87.86,88.78,87.84,1.02%
2017-09-18,87.88,87.03,88.01,86.81,0.95%
2017-09-19,87.05,87.75,87.82,86.88,-0.83%
2017-09-20,87.78,88.17,88.37,87.6,-0.42%
2017-09-21,88.15,87.21,88.4,87.21,1.05%
2017-09-22,87.23,87.32,87.36,86.74,-0.13%
2017-09-25,87.34,86.67,87.34,86.51,0.75%
2017-09-26,86.69,86.72,86.79,86.53,-0.07%
2017-09-27,86.75,85.78,86.79,85.68,0.85%
2017-09-28,86.02,86.09,86.63,85.92,-0.09%
2017-09-29,86.1,85.62,86.15,85.45,0.54%
2017-10-02,85.64,84.75,85.7,84.72,1.05%
2017-10-03,84.75,84.94,84.95,84.59,-0.22%
2017-10-04,84.94,84.21,84.94,84.2,0.84%
2017-10-05,84.23,84.36,84.44,83.83,-0.18%
2017-10-06,84.38,84.4,84.45,83.83,-0.04%
2017-10-09,84.41,84.2,84.61,84.14,0.25%
2017-10-10,84.2,83.86,84.27,83.79,0.37%
2017-10-11,83.89,84.35,84.48,83.58,0.49%
2017-10-12,83.48,83.64,83.96,83.3,-0.19%
2017-10-13,83.64,83.24,83.67,83.1,0.47%
2017-10-16,83.25,82.51,83.29,82.45,0.88%
2017-10-17,82.52,82.33,82.57,82.27,0.19%
2017-10-18,82.36,82.35,82.63,82.09,-0.15%
2017-10-19,82.48,82.39,82.82,82.15,0.08%
2017-10-20,82.41,82.46,82.61,82.18,-0.07%
2017-10-23,82.47,81.87,82.48,81.76,0.71%
2017-10-24,81.89,82.23,82.26,81.69,-0.44%
2017-10-25,82.25,82.35,82.5,81.97,-0.28%
2017-10-26,82.48,82.1,82.74,82.02,0.44%
2017-10-27,82.12,82.07,82.21,81.89,0.06%
2017-10-30,82.07,82.12,82.21,81.67,-0.09%
2017-10-31,82.14,82.05,82.31,81.83,0.09%
2017-11-01,82.07,82.39,82.62,81.9,-0.42%
2017-11-02,82.42,82.45,82.48,82.05,-0.06%
2017-11-03,82.47,82.51,82.82,82.25,-0.07%
2017-11-06,82.53,81.67,82.55,81.63,1.05%
2017-11-07,81.67,81.41,81.75,81.11,0.31%
2017-11-08,81.42,81.26,81.56,81.06,0.15%
2017-11-09,81.3,81.14,81.44,80.87,0.17%
2017-11-10,81.16,80.22,81.45,80.11,1.13%
